train_years,test_year,dow,dow_name,window,window_utc,entry_thresh,exit_thresh,entry_confirm_min,exit_confirm_min,timed_exit_bars,timed_exit_min,train_n,train_avg_pips,test_n,test_total_pips,test_avg_pips,oos_profitable
[2019],2020,1,Tue,11,05:30,0.4,0.2,60,60,235,1175,17,37.5706,49,761.8,15.5469,True
"[2019, 2020]",2021,1,Tue,11,05:30,0.4,0.2,60,45,235,1175,66,22.1485,47,-24.5,-0.5213,False
"[2019, 2020, 2021]",2022,1,Tue,11,05:30,0.4,0.2,60,45,235,1175,113,12.7195,58,-72.0,-1.2414,False
"[2019, 2020, 2021, 2022]",2023,1,Tue,11,05:30,0.4,0.2,50,0,296,1480,179,11.0978,65,299.7,4.6108,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,11,05:30,0.4,0.2,50,0,296,1480,244,9.3697,61,322.1,5.2803,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,11,05:30,0.4,0.2,60,0,294,1470,289,8.801,40,202.4,5.06,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,11,05:30,0.4,0.2,60,0,294,1470,329,8.3462,3,-27.2,-9.0667,False
[2019],2020,1,Tue,12,06:00,0.4,0.2,60,0,115,575,18,8.2833,104,996.0,9.5769,True
"[2019, 2020]",2021,1,Tue,12,06:00,0.4,0.2,0,45,119,595,235,10.3753,155,632.5,4.0806,True
"[2019, 2020, 2021]",2022,1,Tue,12,06:00,0.4,0.2,0,0,118,590,390,8.2967,170,2376.4,13.9788,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,12,06:00,0.4,0.2,0,0,192,960,560,10.253,185,2256.6,12.1978,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,12,06:00,0.4,0.2,0,0,192,960,745,10.736,163,1099.5,6.7454,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,12,06:00,0.4,0.2,0,0,235,1175,908,10.0589,153,775.8,5.0706,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,12,06:00,0.4,0.2,0,0,235,1175,1061,9.3396,18,159.2,8.8444,True
[2019],2020,1,Tue,13,06:30,0.4,0.2,5,0,38,190,15,3.7333,138,490.2,3.5522,True
"[2019, 2020]",2021,1,Tue,13,06:30,0.4,0.2,45,0,198,990,78,11.3244,78,847.4,10.8641,True
"[2019, 2020, 2021]",2022,1,Tue,13,06:30,0.4,0.2,45,0,195,975,156,11.1128,75,524.5,6.9933,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,13,06:30,0.4,0.2,40,0,164,820,245,9.9722,70,910.1,13.0014,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,13,06:30,0.4,0.2,50,0,393,1965,288,10.9865,64,209.8,3.2781,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,13,06:30,0.4,0.2,50,0,393,1965,352,9.5849,81,377.8,4.6642,True
[2019],2020,1,Tue,14,07:00,0.4,0.2,0,60,150,750,26,7.5962,164,1809.2,11.0317,True
"[2019, 2020]",2021,1,Tue,14,07:00,0.4,0.2,0,0,216,1080,190,12.6537,165,981.9,5.9509,True
"[2019, 2020, 2021]",2022,1,Tue,14,07:00,0.4,0.2,0,0,371,1855,355,9.5969,174,3226.7,18.5443,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,14,07:00,0.4,0.2,0,0,370,1850,529,12.5544,164,1489.4,9.0817,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,14,07:00,0.4,0.2,0,0,370,1850,693,11.7326,157,1118.8,7.1261,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,14,07:00,0.4,0.2,0,0,370,1850,850,10.8818,151,803.3,5.3199,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,14,07:00,0.4,0.2,0,0,370,1850,1001,10.0428,11,26.5,2.4091,True
[2019],2020,1,Tue,15,07:30,0.4,0.2,15,0,106,530,15,13.2733,100,1281.5,12.815,True
"[2019, 2020]",2021,1,Tue,15,07:30,0.4,0.2,45,0,100,500,76,16.0395,66,570.8,8.6485,True
"[2019, 2020, 2021]",2022,1,Tue,15,07:30,0.4,0.2,45,0,205,1025,142,13.8162,54,775.3,14.3574,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,15,07:30,0.4,0.2,45,0,205,1025,196,13.9653,65,284.5,4.3769,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,15,07:30,0.4,0.2,45,0,351,1755,261,11.6881,70,224.0,3.2,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,15,07:30,0.4,0.2,45,0,355,1775,331,9.9015,70,451.0,6.4429,True
[2019],2020,1,Tue,16,08:00,0.4,0.2,0,55,199,995,36,25.075,175,1766.1,10.092,True
"[2019, 2020]",2021,1,Tue,16,08:00,0.4,0.2,0,0,204,1020,211,14.9962,192,2012.1,10.4797,True
"[2019, 2020, 2021]",2022,1,Tue,16,08:00,0.4,0.2,0,0,282,1410,403,12.8916,198,3346.8,16.903,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,16,08:00,0.4,0.2,0,25,107,535,601,14.2963,167,1256.0,7.521,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,16,08:00,0.4,0.2,0,0,282,1410,768,13.1354,211,1513.2,7.1716,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,16,08:00,0.4,0.2,0,0,114,570,979,11.881,179,1625.9,9.0832,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,16,08:00,0.4,0.2,0,0,114,570,1158,11.4485,19,186.4,9.8105,True
[2019],2020,1,Tue,17,08:30,0.4,0.2,35,15,188,940,15,24.2667,87,137.3,1.5782,True
"[2019, 2020]",2021,1,Tue,17,08:30,0.4,0.2,0,0,364,1820,146,9.8986,115,538.5,4.6826,True
"[2019, 2020, 2021]",2022,1,Tue,17,08:30,0.4,0.2,0,0,200,1000,261,7.6203,130,969.9,7.4608,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,17,08:30,0.4,0.2,0,0,364,1820,391,7.6621,109,478.2,4.3872,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,17,08:30,0.4,0.2,0,0,364,1820,500,6.9482,142,496.2,3.4944,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,17,08:30,0.4,0.2,0,0,364,1820,642,6.1843,126,644.0,5.1111,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,17,08:30,0.4,0.2,0,0,358,1790,768,6.0143,8,47.5,5.9375,True
[2019],2020,1,Tue,18,09:00,0.4,0.2,20,5,86,430,16,7.6,118,115.8,0.9814,True
"[2019, 2020]",2021,1,Tue,18,09:00,0.4,0.2,0,0,59,295,151,5.5404,120,893.5,7.4458,True
"[2019, 2020, 2021]",2022,1,Tue,18,09:00,0.4,0.2,0,0,72,360,271,6.8192,128,1119.5,8.7461,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,18,09:00,0.4,0.2,0,0,83,415,399,7.4622,159,1613.3,10.1465,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,18,09:00,0.4,0.2,0,0,112,560,558,8.2654,153,708.9,4.6333,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,18,09:00,0.4,0.2,0,0,244,1220,711,7.6705,141,595.9,4.2262,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,18,09:00,0.4,0.2,0,0,244,1220,852,7.1005,17,848.0,49.8824,True
[2019],2020,1,Tue,19,09:30,0.4,0.2,30,0,117,585,18,8.85,69,309.1,4.4797,True
"[2019, 2020]",2021,1,Tue,19,09:30,0.4,0.2,0,0,259,1295,115,8.8965,107,874.3,8.171,True
"[2019, 2020, 2021]",2022,1,Tue,19,09:30,0.4,0.2,0,0,332,1660,222,8.6392,101,294.8,2.9188,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,19,09:30,0.4,0.2,45,0,323,1615,189,6.9905,58,79.0,1.3621,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,19,09:30,0.4,0.2,0,0,265,1325,428,6.1145,117,788.8,6.7419,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,19,09:30,0.4,0.2,45,0,365,1825,310,6.7961,75,75.4,1.0053,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,19,09:30,0.4,0.2,0,0,374,1870,656,6.1349,7,166.9,23.8429,True
[2019],2020,1,Tue,20,10:00,0.4,0.2,5,45,110,550,23,9.8696,99,542.0,5.4747,True
"[2019, 2020]",2021,1,Tue,20,10:00,0.4,0.2,0,40,112,560,125,7.4752,119,897.0,7.5378,True
"[2019, 2020, 2021]",2022,1,Tue,20,10:00,0.4,0.2,0,0,167,835,244,8.0865,145,1074.0,7.4069,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,20,10:00,0.4,0.2,0,0,168,840,389,7.8347,114,602.8,5.2877,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,20,10:00,0.4,0.2,0,0,167,835,503,7.261,124,861.5,6.9476,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,20,10:00,0.4,0.2,0,0,354,1770,627,7.2917,115,859.1,7.4704,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,20,10:00,0.4,0.2,0,0,354,1770,742,7.3194,7,26.6,3.8,True
"[2019, 2020]",2021,1,Tue,21,10:30,0.4,0.2,30,15,57,285,58,5.0155,73,246.8,3.3808,True
"[2019, 2020, 2021]",2022,1,Tue,21,10:30,0.4,0.2,35,0,168,840,125,4.4576,77,484.6,6.2935,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,21,10:30,0.4,0.2,50,0,376,1880,181,6.1298,55,444.0,8.0727,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,21,10:30,0.4,0.2,45,0,373,1865,244,6.6504,64,152.7,2.3859,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,21,10:30,0.4,0.2,35,0,375,1875,334,5.7817,62,513.8,8.2871,True
[2019],2020,1,Tue,22,11:00,0.4,0.2,0,0,45,225,17,1.5353,107,877.4,8.2,True
"[2019, 2020]",2021,1,Tue,22,11:00,0.4,0.2,30,45,375,1875,93,9.1753,86,522.9,6.0802,True
"[2019, 2020, 2021]",2022,1,Tue,22,11:00,0.4,0.2,0,0,381,1905,234,9.8897,121,816.3,6.7463,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,22,11:00,0.4,0.2,0,0,381,1905,355,8.8183,118,1013.1,8.5856,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,22,11:00,0.4,0.2,0,0,381,1905,473,8.7603,145,1466.9,10.1166,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,22,11:00,0.4,0.2,0,0,381,1905,618,9.0785,105,460.5,4.3857,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,22,11:00,0.4,0.2,0,0,381,1905,723,8.397,8,108.8,13.6,True
[2019],2020,1,Tue,23,11:30,0.4,0.2,0,60,555,2775,23,7.9522,111,739.8,6.6649,True
"[2019, 2020]",2021,1,Tue,23,11:30,0.4,0.2,60,45,64,320,63,13.1429,48,120.7,2.5146,True
"[2019, 2020, 2021]",2022,1,Tue,23,11:30,0.4,0.2,60,0,151,755,111,9.5441,58,648.1,11.1741,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,23,11:30,0.4,0.2,60,0,351,1755,169,11.1657,36,42.5,1.1806,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,23,11:30,0.4,0.2,60,0,351,1755,205,9.4122,38,419.8,11.0474,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,23,11:30,0.4,0.2,60,0,351,1755,243,9.6679,40,535.4,13.385,True
[2019],2020,1,Tue,24,12:00,0.4,0.2,15,50,51,255,31,14.3774,116,1013.5,8.7371,True
"[2019, 2020]",2021,1,Tue,24,12:00,0.4,0.2,0,60,46,230,178,12.1247,147,1360.4,9.2544,True
"[2019, 2020, 2021]",2022,1,Tue,24,12:00,0.4,0.2,0,60,56,280,325,10.8348,172,2599.1,15.111,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,24,12:00,0.4,0.2,0,45,51,255,497,12.9439,186,2335.4,12.5559,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,24,12:00,0.4,0.2,0,60,51,255,683,13.2286,202,1647.4,8.1554,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,24,12:00,0.4,0.2,0,60,51,255,885,12.0706,180,2444.4,13.58,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,24,12:00,0.4,0.2,0,60,51,255,1065,12.3257,15,8.5,0.5667,True
[2019],2020,1,Tue,25,12:30,0.4,0.2,60,60,123,615,15,6.38,67,185.9,2.7746,True
"[2019, 2020]",2021,1,Tue,25,12:30,0.4,0.2,60,0,227,1135,82,8.8085,58,344.3,5.9362,True
"[2019, 2020, 2021]",2022,1,Tue,25,12:30,0.4,0.2,60,0,227,1135,140,7.6186,66,769.6,11.6606,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,25,12:30,0.4,0.2,60,0,227,1135,206,8.9136,78,474.1,6.0782,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,25,12:30,0.4,0.2,60,0,222,1110,284,8.1937,92,356.4,3.8739,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,25,12:30,0.4,0.2,60,0,222,1110,376,7.1367,64,691.4,10.8031,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,25,12:30,0.4,0.2,60,0,222,1110,440,7.67,5,6.9,1.38,True
[2019],2020,1,Tue,26,13:00,0.4,0.2,0,60,36,180,27,6.0556,128,1226.1,9.5789,True
"[2019, 2020]",2021,1,Tue,26,13:00,0.4,0.2,0,45,37,185,155,9.7865,166,829.2,4.9952,True
"[2019, 2020, 2021]",2022,1,Tue,26,13:00,0.4,0.2,0,0,334,1670,321,7.9255,140,2730.6,19.5043,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,26,13:00,0.4,0.2,0,0,322,1610,461,11.4698,127,1860.4,14.6488,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,26,13:00,0.4,0.2,0,0,335,1675,588,12.2787,148,1021.2,6.9,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,26,13:00,0.4,0.2,0,0,335,1675,736,11.1971,153,1285.7,8.4033,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,26,13:00,0.4,0.2,0,0,335,1675,889,10.7163,8,-40.2,-5.025,False
[2019],2020,1,Tue,27,13:30,0.4,0.2,20,50,38,190,18,5.5222,97,923.6,9.5216,True
"[2019, 2020]",2021,1,Tue,27,13:30,0.4,0.2,15,35,67,335,118,11.7517,129,423.2,3.2806,True
"[2019, 2020, 2021]",2022,1,Tue,27,13:30,0.4,0.2,0,30,442,2210,315,9.2076,132,136.9,1.0371,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,27,13:30,0.4,0.2,0,0,148,740,447,8.1537,149,2624.5,17.6141,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,27,13:30,0.4,0.2,0,0,236,1180,596,10.7507,159,1173.9,7.383,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,27,13:30,0.4,0.2,0,0,236,1180,755,10.0415,136,1022.0,7.5147,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,27,13:30,0.4,0.2,0,0,236,1180,891,9.6558,19,-57.4,-3.0211,False
[2019],2020,1,Tue,28,14:00,0.4,0.2,0,35,247,1235,34,7.6294,138,1180.5,8.5543,True
"[2019, 2020]",2021,1,Tue,28,14:00,0.4,0.2,0,0,253,1265,172,10.8076,136,1132.0,8.3235,True
"[2019, 2020, 2021]",2022,1,Tue,28,14:00,0.4,0.2,0,0,253,1265,308,9.7107,127,1172.9,9.2354,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,28,14:00,0.4,0.2,0,0,253,1265,435,9.572,182,1664.1,9.1434,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,28,14:00,0.4,0.2,0,0,253,1265,617,9.4455,155,1386.4,8.9445,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,28,14:00,0.4,0.2,0,0,297,1485,772,9.3773,173,1916.5,11.078,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,28,14:00,0.4,0.2,0,0,297,1485,945,9.6887,15,47.4,3.16,True
[2019],2020,1,Tue,29,14:30,0.4,0.2,20,45,519,2595,15,7.8267,100,-423.8,-4.238,False
"[2019, 2020]",2021,1,Tue,29,14:30,0.4,0.2,0,0,196,980,158,5.8475,136,951.6,6.9971,True
"[2019, 2020, 2021]",2022,1,Tue,29,14:30,0.4,0.2,0,0,57,285,294,6.6473,120,752.8,6.2733,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,29,14:30,0.4,0.2,0,0,196,980,414,6.8022,124,211.8,1.7081,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,29,14:30,0.4,0.2,0,0,196,980,538,5.6281,120,492.9,4.1075,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,29,14:30,0.4,0.2,0,0,196,980,658,5.3508,128,1592.1,12.4383,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,29,14:30,0.4,0.2,0,0,110,550,786,6.7587,20,131.4,6.57,True
[2019],2020,1,Tue,30,15:00,0.4,0.2,5,30,20,100,25,2.768,122,309.4,2.5361,True
"[2019, 2020]",2021,1,Tue,30,15:00,0.4,0.2,0,60,13,65,151,5.7887,123,451.4,3.6699,True
"[2019, 2020, 2021]",2022,1,Tue,30,15:00,0.4,0.2,0,0,399,1995,274,7.4515,125,1234.9,9.8792,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,30,15:00,0.4,0.2,0,0,399,1995,399,8.212,128,1127.8,8.8109,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,30,15:00,0.4,0.2,0,0,399,1995,527,8.3575,138,893.8,6.4768,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,30,15:00,0.4,0.2,0,0,399,1995,665,7.9672,127,740.4,5.8299,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,30,15:00,0.4,0.2,0,0,399,1995,792,7.6245,11,128.6,11.6909,True
[2019],2020,1,Tue,31,15:30,0.4,0.2,0,25,45,225,31,8.4935,99,261.5,2.6414,True
"[2019, 2020]",2021,1,Tue,31,15:30,0.4,0.2,0,15,63,315,130,4.9908,112,628.5,5.6116,True
"[2019, 2020, 2021]",2022,1,Tue,31,15:30,0.4,0.2,0,15,61,305,242,5.3926,120,510.3,4.2525,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,31,15:30,0.4,0.2,0,0,91,455,362,5.8566,94,266.3,2.833,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,31,15:30,0.4,0.2,0,0,163,815,456,5.3224,90,246.7,2.7411,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,31,15:30,0.4,0.2,0,0,301,1505,546,4.9559,98,677.3,6.9112,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,31,15:30,0.4,0.2,0,0,92,460,644,5.272,10,1.5,0.15,True
[2019],2020,1,Tue,32,16:00,0.4,0.2,15,20,13,65,16,3.3,98,371.6,3.7918,True
"[2019, 2020]",2021,1,Tue,32,16:00,0.4,0.2,0,0,148,740,130,5.9754,146,756.5,5.1815,True
"[2019, 2020, 2021]",2022,1,Tue,32,16:00,0.4,0.2,0,0,172,860,276,5.6529,106,517.3,4.8802,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,32,16:00,0.4,0.2,0,0,189,945,382,5.5089,145,1229.1,8.4766,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,32,16:00,0.4,0.2,0,0,108,540,527,6.3951,128,683.9,5.343,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,32,16:00,0.4,0.2,0,0,380,1900,655,6.8066,139,1473.4,10.6,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,32,16:00,0.4,0.2,0,0,384,1920,794,7.502,5,2.1,0.42,True
[2019],2020,1,Tue,33,16:30,0.4,0.2,0,55,38,190,16,0.2688,103,-83.9,-0.8146,False
"[2019, 2020]",2021,1,Tue,33,16:30,0.4,0.2,0,0,39,195,119,2.3513,116,408.9,3.525,True
"[2019, 2020, 2021]",2022,1,Tue,33,16:30,0.4,0.2,0,0,39,195,235,2.9306,105,339.6,3.2343,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,33,16:30,0.4,0.2,0,0,191,955,340,3.2818,65,-10.6,-0.1631,False
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,33,16:30,0.4,0.2,0,0,93,465,405,2.7422,100,4.3,0.043,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,33,16:30,0.4,0.2,0,0,90,450,505,2.2178,82,546.3,6.6622,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,33,16:30,0.4,0.2,0,0,282,1410,587,2.8761,6,-28.4,-4.7333,False
[2019],2020,1,Tue,34,17:00,0.4,0.2,0,35,11,55,22,0.3818,101,165.4,1.6376,True
"[2019, 2020]",2021,1,Tue,34,17:00,0.4,0.2,30,60,314,1570,89,6.6281,73,149.2,2.0438,True
"[2019, 2020, 2021]",2022,1,Tue,34,17:00,0.4,0.2,5,60,387,1935,215,5.1809,107,157.1,1.4682,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,34,17:00,0.4,0.2,0,0,518,2590,334,4.9898,110,80.7,0.7336,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,34,17:00,0.4,0.2,0,0,518,2590,444,3.9354,106,273.6,2.5811,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,34,17:00,0.4,0.2,0,0,518,2590,550,3.6744,141,517.6,3.6709,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,34,17:00,0.4,0.2,0,0,518,2590,691,3.6737,9,-11.0,-1.2222,False
"[2019, 2020]",2021,1,Tue,35,17:30,0.4,0.2,45,15,220,1100,55,2.5709,49,-109.1,-2.2265,False
"[2019, 2020, 2021]",2022,1,Tue,35,17:30,0.4,0.2,0,40,229,1145,190,1.2805,85,-411.6,-4.8424,False
"[2019, 2020, 2021, 2022]",2023,1,Tue,35,17:30,0.4,0.2,0,0,24,120,275,0.624,86,-63.9,-0.743,False
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,35,17:30,0.4,0.2,0,0,27,135,361,0.3036,94,67.6,0.7191,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,35,17:30,0.4,0.2,0,0,24,120,455,0.4035,84,77.7,0.925,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,35,17:30,0.4,0.2,0,0,124,620,539,0.7907,8,31.1,3.8875,True
"[2019, 2020]",2021,1,Tue,36,18:00,0.4,0.2,0,50,13,65,112,4.0946,115,-28.1,-0.2443,False
"[2019, 2020, 2021]",2022,1,Tue,36,18:00,0.4,0.2,0,0,249,1245,227,3.2115,112,732.0,6.5357,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,36,18:00,0.4,0.2,0,0,239,1195,339,4.377,110,502.4,4.5673,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,36,18:00,0.4,0.2,0,40,318,1590,449,4.6895,107,-194.8,-1.8206,False
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,36,18:00,0.4,0.2,0,0,240,1200,556,3.4703,94,413.2,4.3957,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,36,18:00,0.4,0.2,0,60,233,1165,650,3.6932,10,132.5,13.25,True
"[2019, 2020]",2021,1,Tue,37,18:30,0.4,0.2,45,0,176,880,66,3.7939,39,-95.9,-2.459,False
"[2019, 2020, 2021]",2022,1,Tue,37,18:30,0.4,0.2,0,0,185,925,219,1.9055,97,313.9,3.2361,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,37,18:30,0.4,0.2,0,0,185,925,316,2.3139,84,345.7,4.1155,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,37,18:30,0.4,0.2,0,0,312,1560,400,3.1277,87,-68.5,-0.7874,False
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,37,18:30,0.4,0.2,0,0,312,1560,487,2.4283,91,-106.2,-1.167,False
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,37,18:30,0.4,0.2,0,0,312,1560,578,1.8623,10,-34.3,-3.43,False
"[2019, 2020]",2021,1,Tue,38,19:00,0.4,0.2,0,15,295,1475,148,2.4709,85,-179.5,-2.1118,False
"[2019, 2020, 2021]",2022,1,Tue,38,19:00,0.4,0.2,0,0,295,1475,233,1.0695,104,505.5,4.8606,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,38,19:00,0.4,0.2,0,0,295,1475,337,2.2395,100,363.9,3.639,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,38,19:00,0.4,0.2,0,0,295,1475,437,2.5597,92,103.1,1.1207,True
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,38,19:00,0.4,0.2,0,0,295,1475,529,2.3095,113,242.0,2.1416,True
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,38,19:00,0.4,0.2,0,0,220,1100,642,2.2966,15,165.4,11.0267,True
[2019],2020,1,Tue,39,19:30,0.4,0.2,0,45,459,2295,16,2.4875,103,-43.0,-0.4175,False
"[2019, 2020]",2021,1,Tue,39,19:30,0.4,0.2,60,0,208,1040,55,4.9618,51,-261.4,-5.1255,False
"[2019, 2020, 2021]",2022,1,Tue,39,19:30,0.4,0.2,0,0,220,1100,230,1.0939,101,13.6,0.1347,True
"[2019, 2020, 2021, 2022]",2023,1,Tue,39,19:30,0.4,0.2,0,60,209,1045,331,0.8707,105,-221.6,-2.1105,False
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,39,19:30,0.4,0.2,0,0,220,1100,436,0.364,118,-16.9,-0.1432,False
"[2019, 2020, 2021, 2022, 2023, 2024]",2025,1,Tue,39,19:30,0.4,0.2,0,0,217,1085,554,0.2599,95,-29.9,-0.3147,False
"[2019, 2020, 2021, 2022, 2023, 2024, 2025]",2026,1,Tue,39,19:30,0.4,0.2,0,0,223,1115,649,0.1783,12,227.2,18.9333,True
[2019],2020,1,Tue,40,20:00,0.4,0.2,0,25,17,85,22,0.5318,116,-154.0,-1.3276,False
"[2019, 2020]",2021,1,Tue,40,20:00,0.4,0.2,0,60,49,245,138,3.1848,117,57.4,0.4906,True
"[2019, 2020, 2021]",2022,1,Tue,40,20:00,0.4,0.2,0,60,47,235,255,2.0337,110,-87.2,-0.7927,False
"[2019, 2020, 2021, 2022]",2023,1,Tue,40,20:00,0.4,0.2,0,60,47,235,365,1.1819,134,144.4,1.0776,True
"[2019, 2020, 2021, 2022, 2023]",2024,1,Tue,40,20:00,0.4,0.2,0,60,47,235,499,1.1539,117,-95.3,-0.8145,False
